Student ID,Course,School,Sex,Address Type,Final Grade,Result,Passed,Failed,Risk Score,Risk Band,Segment,Flagged At Risk,Prediction Outcome,Past Failures,Has Past Failure,Absences,Absence Band,Study Time,Wants Higher Education,Extra School Support,Going Out
796,Portuguese,Gabriel Pereira,Male,Rural,17,Pass,1,0,0.1793,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,2 - Low
797,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.1596,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,5 - Very high
798,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1223,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
799,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1699,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,4 - High
800,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.2339,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
801,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.6075,High,D - High-risk repeaters,Yes,"False positive (flagged, passed)",1,Yes,16,More than 10,1 - Under 2 hours,No,No,3 - Medium
802,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.4691,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,6,5-10,1 - Under 2 hours,Yes,No,2 - Low
803,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.4615,Elevated,D - High-risk repeaters,Yes,"False positive (flagged, passed)",2,Yes,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
804,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.5292,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,11,More than 10,2 - 2 to 5 hours,No,No,4 - High
805,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.2569,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,9,5-10,2 - 2 to 5 hours,Yes,No,5 - Very high
806,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.1645,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
807,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.066,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,2 - Low
808,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.0516,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
809,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.6888,High,D - High-risk repeaters,Yes,"False positive (flagged, passed)",2,Yes,21,More than 10,2 - 2 to 5 hours,No,No,3 - Medium
810,Portuguese,Gabriel Pereira,Female,Rural,15,Pass,1,0,0.3115,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,8,5-10,3 - 5 to 10 hours,Yes,No,2 - Low
811,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4769,Elevated,D - High-risk repeaters,Yes,"False positive (flagged, passed)",1,Yes,5,5-10,1 - Under 2 hours,Yes,No,5 - Very high
812,Portuguese,Gabriel Pereira,Male,Urban,18,Pass,1,0,0.2489,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,4 - High
813,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.093,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,5,5-10,3 - 5 to 10 hours,Yes,No,4 - High
814,Portuguese,Gabriel Pereira,Male,Rural,14,Pass,1,0,0.4631,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,13,More than 10,1 - Under 2 hours,Yes,No,3 - Medium
815,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.3254,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,1 - Under 2 hours,Yes,No,4 - High
816,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.1487,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,4 - High
817,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.5476,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,5,5-10,1 - Under 2 hours,Yes,Yes,1 - Very low
818,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2043,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
819,Portuguese,Mousinho da Silveira,Female,Urban,11,Pass,1,0,0.5381,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,11,More than 10,1 - Under 2 hours,No,No,3 - Medium
820,Portuguese,Mousinho da Silveira,Female,Rural,12,Pass,1,0,0.3168,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
821,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.6445,High,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,6,5-10,1 - Under 2 hours,Yes,No,3 - Medium
822,Portuguese,Mousinho da Silveira,Female,Rural,11,Pass,1,0,0.2955,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,4 - High
823,Portuguese,Mousinho da Silveira,Female,Rural,17,Pass,1,0,0.2385,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
824,Portuguese,Mousinho da Silveira,Female,Rural,9,Fail,0,1,0.5487,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,0,None (0),1 - Under 2 hours,No,No,4 - High
825,Portuguese,Mousinho da Silveira,Male,Rural,11,Pass,1,0,0.3518,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,5,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
826,Portuguese,Mousinho da Silveira,Male,Urban,11,Pass,1,0,0.3044,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,Yes,3 - Medium
827,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.6298,High,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
828,Portuguese,Mousinho da Silveira,Female,Rural,7,Fail,0,1,0.7022,High,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,0,None (0),1 - Under 2 hours,No,No,4 - High
829,Portuguese,Mousinho da Silveira,Female,Rural,14,Pass,1,0,0.4264,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,1 - Very low
830,Portuguese,Mousinho da Silveira,Female,Urban,11,Pass,1,0,0.3992,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,4 - Over 10 hours,No,No,1 - Very low
831,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.3047,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
832,Portuguese,Mousinho da Silveira,Female,Rural,8,Fail,0,1,0.6006,High,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
833,Portuguese,Mousinho da Silveira,Female,Rural,12,Pass,1,0,0.3625,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
834,Portuguese,Mousinho da Silveira,Female,Rural,12,Pass,1,0,0.2576,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,5 - Very high
835,Portuguese,Mousinho da Silveira,Female,Rural,16,Pass,1,0,0.1927,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
836,Portuguese,Mousinho da Silveira,Male,Urban,0,Fail,0,1,0.4962,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
837,Portuguese,Mousinho da Silveira,Male,Urban,9,Fail,0,1,0.408,Elevated,B - Steady middle,No,"False negative (missed, failed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
838,Portuguese,Mousinho da Silveira,Male,Rural,14,Pass,1,0,0.3376,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
839,Portuguese,Mousinho da Silveira,Male,Rural,8,Fail,0,1,0.3124,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,7,5-10,2 - 2 to 5 hours,Yes,No,4 - High
840,Portuguese,Mousinho da Silveira,Male,Rural,11,Pass,1,0,0.4008,Elevated,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
841,Portuguese,Mousinho da Silveira,Male,Rural,9,Fail,0,1,0.527,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,8,5-10,2 - 2 to 5 hours,Yes,No,5 - Very high
842,Portuguese,Mousinho da Silveira,Male,Urban,11,Pass,1,0,0.1612,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
843,Portuguese,Mousinho da Silveira,Male,Rural,9,Fail,0,1,0.6435,High,C - Disengaged social,Yes,True positive (correctly flagged),0,No,8,5-10,1 - Under 2 hours,No,No,5 - Very high
844,Portuguese,Mousinho da Silveira,Female,Rural,17,Pass,1,0,0.3085,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,3 - 5 to 10 hours,Yes,No,2 - Low
845,Portuguese,Mousinho da Silveira,Female,Rural,13,Pass,1,0,0.3391,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,3,1-4,1 - Under 2 hours,Yes,No,2 - Low
846,Portuguese,Mousinho da Silveira,Female,Rural,15,Pass,1,0,0.2617,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
847,Portuguese,Mousinho da Silveira,Male,Rural,11,Pass,1,0,0.1788,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
848,Portuguese,Mousinho da Silveira,Female,Rural,11,Pass,1,0,0.3271,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
849,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.5873,Elevated,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
850,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.5842,Elevated,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,3,1-4,3 - 5 to 10 hours,Yes,No,2 - Low
851,Portuguese,Mousinho da Silveira,Female,Urban,9,Fail,0,1,0.3769,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,2 - Low
852,Portuguese,Mousinho da Silveira,Female,Urban,15,Pass,1,0,0.2848,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
853,Portuguese,Mousinho da Silveira,Male,Rural,11,Pass,1,0,0.4435,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,5 - Very high
854,Portuguese,Mousinho da Silveira,Female,Rural,13,Pass,1,0,0.2359,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,No,2 - Low
855,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.3829,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,Yes,3 - Medium
856,Portuguese,Mousinho da Silveira,Female,Rural,11,Pass,1,0,0.2907,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,1,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
857,Portuguese,Mousinho da Silveira,Female,Rural,14,Pass,1,0,0.5708,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
858,Portuguese,Mousinho da Silveira,Female,Rural,14,Pass,1,0,0.3168,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,1 - Very low
859,Portuguese,Mousinho da Silveira,Female,Rural,12,Pass,1,0,0.3232,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,Yes,3 - Medium
860,Portuguese,Mousinho da Silveira,Male,Rural,11,Pass,1,0,0.5309,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,4 - High
861,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.6386,High,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,9,5-10,2 - 2 to 5 hours,Yes,No,4 - High
862,Portuguese,Mousinho da Silveira,Male,Urban,11,Pass,1,0,0.4829,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
863,Portuguese,Mousinho da Silveira,Female,Rural,14,Pass,1,0,0.2169,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,1,1-4,2 - 2 to 5 hours,Yes,No,4 - High
864,Portuguese,Mousinho da Silveira,Male,Urban,13,Pass,1,0,0.2383,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,1,1-4,1 - Under 2 hours,Yes,No,3 - Medium
865,Portuguese,Mousinho da Silveira,Male,Urban,13,Pass,1,0,0.3352,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,1 - Very low
866,Portuguese,Mousinho da Silveira,Female,Rural,12,Pass,1,0,0.3145,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
867,Portuguese,Mousinho da Silveira,Female,Rural,12,Pass,1,0,0.6378,High,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
868,Portuguese,Mousinho da Silveira,Female,Rural,16,Pass,1,0,0.3146,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
869,Portuguese,Mousinho da Silveira,Male,Urban,10,Pass,1,0,0.4456,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
870,Portuguese,Mousinho da Silveira,Male,Rural,11,Pass,1,0,0.2794,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
871,Portuguese,Mousinho da Silveira,Female,Urban,14,Pass,1,0,0.1597,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
872,Portuguese,Mousinho da Silveira,Female,Rural,8,Fail,0,1,0.3276,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,3 - Medium
873,Portuguese,Mousinho da Silveira,Male,Urban,11,Pass,1,0,0.3756,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,11,More than 10,1 - Under 2 hours,Yes,No,3 - Medium
874,Portuguese,Mousinho da Silveira,Female,Rural,8,Fail,0,1,0.5621,Elevated,B - Steady middle,Yes,True positive (correctly flagged),3,Yes,0,None (0),2 - 2 to 5 hours,Yes,Yes,3 - Medium
875,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.3988,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,No,No,3 - Medium
876,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.7068,High,D - High-risk repeaters,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),1 - Under 2 hours,No,No,4 - High
877,Portuguese,Mousinho da Silveira,Female,Rural,11,Pass,1,0,0.4769,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,2,1-4,1 - Under 2 hours,No,No,3 - Medium
878,Portuguese,Mousinho da Silveira,Female,Rural,9,Fail,0,1,0.5832,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,0,None (0),1 - Under 2 hours,No,No,1 - Very low
879,Portuguese,Mousinho da Silveira,Female,Rural,11,Pass,1,0,0.4753,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,1,1-4,2 - 2 to 5 hours,No,No,5 - Very high
880,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.4335,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,6,5-10,1 - Under 2 hours,No,No,4 - High
881,Portuguese,Mousinho da Silveira,Female,Rural,11,Pass,1,0,0.2758,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
882,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.5606,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,1,1-4,1 - Under 2 hours,Yes,No,3 - Medium
883,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.6194,High,D - High-risk repeaters,Yes,"False positive (flagged, passed)",2,Yes,6,5-10,3 - 5 to 10 hours,No,No,2 - Low
884,Portuguese,Mousinho da Silveira,Female,Urban,9,Fail,0,1,0.5488,Elevated,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,6,5-10,3 - 5 to 10 hours,No,No,1 - Very low
885,Portuguese,Mousinho da Silveira,Male,Rural,10,Pass,1,0,0.6666,High,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),1 - Under 2 hours,No,No,3 - Medium
886,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.6976,High,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,4,1-4,1 - Under 2 hours,No,No,3 - Medium
887,Portuguese,Mousinho da Silveira,Female,Urban,9,Fail,0,1,0.657,High,D - High-risk repeaters,Yes,True positive (correctly flagged),1,Yes,12,More than 10,2 - 2 to 5 hours,Yes,No,4 - High
888,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.2651,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
889,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.5067,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,5,5-10,1 - Under 2 hours,Yes,No,4 - High
890,Portuguese,Mousinho da Silveira,Female,Rural,9,Fail,0,1,0.527,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,0,None (0),2 - 2 to 5 hours,No,No,5 - Very high
891,Portuguese,Mousinho da Silveira,Female,Urban,13,Pass,1,0,0.4273,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,0,None (0),1 - Under 2 hours,No,No,4 - High
892,Portuguese,Mousinho da Silveira,Female,Rural,14,Pass,1,0,0.4098,Elevated,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
893,Portuguese,Mousinho da Silveira,Male,Urban,10,Pass,1,0,0.7413,High,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),4 - Over 10 hours,Yes,No,5 - Very high
894,Portuguese,Mousinho da Silveira,Female,Urban,14,Pass,1,0,0.3566,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
895,Portuguese,Mousinho da Silveira,Female,Urban,16,Pass,1,0,0.2973,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
896,Portuguese,Mousinho da Silveira,Male,Urban,7,Fail,0,1,0.7744,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,12,More than 10,1 - Under 2 hours,No,No,5 - Very high
897,Portuguese,Mousinho da Silveira,Male,Urban,13,Pass,1,0,0.4037,Elevated,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,5 - Very high
898,Portuguese,Mousinho da Silveira,Male,Rural,9,Fail,0,1,0.5481,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,2,1-4,4 - Over 10 hours,Yes,No,5 - Very high
899,Portuguese,Mousinho da Silveira,Female,Urban,14,Pass,1,0,0.3809,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,Yes,1 - Very low
900,Portuguese,Mousinho da Silveira,Female,Urban,13,Pass,1,0,0.2406,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,5 - Very high
901,Portuguese,Mousinho da Silveira,Female,Rural,11,Pass,1,0,0.4101,Elevated,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
902,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.7105,High,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,8,5-10,2 - 2 to 5 hours,Yes,No,4 - High
903,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.2939,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
904,Portuguese,Mousinho da Silveira,Male,Rural,9,Fail,0,1,0.5737,Elevated,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
905,Portuguese,Mousinho da Silveira,Female,Rural,18,Pass,1,0,0.348,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
906,Portuguese,Mousinho da Silveira,Female,Rural,17,Pass,1,0,0.2266,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
907,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.3141,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,1,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
908,Portuguese,Mousinho da Silveira,Female,Rural,7,Fail,0,1,0.6208,High,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,9,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
909,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.3852,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
910,Portuguese,Mousinho da Silveira,Female,Urban,7,Fail,0,1,0.2864,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,3 - Medium
911,Portuguese,Mousinho da Silveira,Female,Urban,10,Pass,1,0,0.3915,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,Yes,5 - Very high
912,Portuguese,Mousinho da Silveira,Female,Rural,16,Pass,1,0,0.2312,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
913,Portuguese,Mousinho da Silveira,Female,Rural,15,Pass,1,0,0.3903,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
914,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.536,Elevated,A - Supported achievers,Yes,True positive (correctly flagged),1,Yes,8,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
915,Portuguese,Mousinho da Silveira,Male,Rural,0,Fail,0,1,0.3041,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,1 - Very low
916,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.3343,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
917,Portuguese,Mousinho da Silveira,Female,Rural,10,Pass,1,0,0.2384,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
918,Portuguese,Mousinho da Silveira,Female,Urban,8,Fail,0,1,0.2058,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
919,Portuguese,Mousinho da Silveira,Male,Urban,6,Fail,0,1,0.5379,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,2,1-4,4 - Over 10 hours,No,No,5 - Very high
920,Portuguese,Mousinho da Silveira,Female,Rural,8,Fail,0,1,0.2392,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,1 - Very low
921,Portuguese,Mousinho da Silveira,Male,Urban,16,Pass,1,0,0.2175,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
922,Portuguese,Mousinho da Silveira,Female,Rural,14,Pass,1,0,0.3615,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,1,1-4,1 - Under 2 hours,Yes,No,3 - Medium
923,Portuguese,Mousinho da Silveira,Male,Urban,10,Pass,1,0,0.2586,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
924,Portuguese,Mousinho da Silveira,Female,Rural,9,Fail,0,1,0.3297,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,5,5-10,1 - Under 2 hours,Yes,No,3 - Medium
925,Portuguese,Mousinho da Silveira,Female,Urban,11,Pass,1,0,0.2699,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,1,1-4,1 - Under 2 hours,Yes,No,3 - Medium
926,Portuguese,Mousinho da Silveira,Male,Urban,9,Fail,0,1,0.3616,Moderate,C - Disengaged social,No,"False negative (missed, failed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,4 - High
927,Portuguese,Mousinho da Silveira,Male,Urban,10,Pass,1,0,0.399,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
928,Portuguese,Mousinho da Silveira,Male,Urban,8,Fail,0,1,0.365,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
